smiles,mutagenicity
CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,0
C(CCC1CO1)CC1CO1,1
Nc1cc([N+](=O)[O-])cc(S(=O)(=O)O)c1O,0
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccn2)cc1,0
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,0
Cc1ccccc1C,0
NC(CSC=CCl)C(=O)O,0
Cc1cccc(C#N)c1,0
CCOC(=O)CNC(=O)C(C)Br,1
NC(CCC(=O)NC(CSC(Cl)=C(Cl)C(Cl)=C(Cl)Cl)C(=O)NCC(=O)O)C(=O)O,1
Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,1
CC(Cl)(Cl)[N+](=O)[O-],1
O=C(CBr)c1oc([N+](=O)[O-])c(Cl)c1Cl,1
O=C(Cl)C(Cl)Cl,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CSC12)c1csc(N)n1,0
OCC(O)C(O)CO,0
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,0
O=C1NCCCN1N=Cc1ccc([N+](=O)[O-])o1,1
NC1c2ccccc2-c2ccccc21,0
c1ccc(Nc2cccc3ccccc23)cc1,0
ClCc1ccccc1,1
Cc1cc(N)cc([N+](=O)[O-])c1N,1
CC12CCC3C(CCC4CC(OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CCC43C)C1CCC(=O)N2,1
CN(C)C#N,0
OCc1c2ccccc2cc2ccccc12,1
CCC(C)OS(C)(=O)=O,1
O=c1c(=O)c2c([N+](=O)[O-])ccc3ccc4cccc1c4c32,1
C=CC1CCC2(C)OC2C1,0
CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,0
Cc1c2ccccc2cc2c3c(ccc12)C(O)C(O)C1OC31,1
CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,1
Nc1ccc(-c2ccc([N+](=O)[O-])cc2N)c([N+](=O)[O-])c1,1
CC(NC(=O)Cc1cnc(C)nc1N)=C(CCOC(=O)c1ccccc1)SC(=O)c1ccccc1,0
CN(N=O)c1ccccc1,1
O=Cc1ccc2ccc3cccc4ccc1c2c34,1
COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1,1
CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O,0
COC(=O)C1=CCCN(N=O)C1,1
ClCc1c2ccccc2c(Cl)c2ccccc12,1
NNc1nnc(NN)c2ccccc12,1
CCCCC1CO1,0
O=C(O)c1c[n+]([O-])c2ccccc2[n+]1[O-],1
CCCCOc1ccc(C=Nc2ccc(CC)cc2)cc1,1
CNC(=O)NO,0
O=[N+]([O-])c1cccc(Cl)c1,0
O=C(O)CC(O)(CC(=O)O)C(=O)O,0
Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])cc1,1
CC(=O)Nc1nc2c3cccnc3cc(C)c2n1C,1
O=Nc1c(-c2ccc([N+](=O)[O-])cc2)nc2sccn12,1
CNC(=O)Oc1ccccc1OC(C)C,1
CC1(N)CCC(C(C)(C)N)CC1,0
CCCCCC[N+](=O)[O-],0
C=Cc1ccc(N)cc1,1
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C(=O)O)C5CCC43C)C2C1,0
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,0
CCc1ccc([N+](=O)[O-])cc1,0
NNc1ccc([N+](=O)[O-])cc1,1
C=C(C)C(=O)OCCCC,0
Fc1ccc(F)c2ncccc12,1
C=C(C)c1ccccc1,0
C=C(C)c1ccc(C)c2ccc(C=O)c-2c1,1
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,0
Nc1cc2ccc3cccc4ccc(c1)c2c34,1
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0
O=C(NO)c1ccccc1,1
Cc1ccc2cc3ccc4ccccc4c3nc2c1,1
O=c1c2ccc(OCC3CO3)cc2sn1CC1CO1,1
BrCc1ccc(Br)cc1,0
O=Nc1ccc2c(c1)Cc1ccccc1-2,1
ClCc1ccncc1,0
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(N(C)C)cc2)cc1,1
COc1c(Cl)ccc(Cl)c1C(=O)O,0
c1cc2ccc3cccc4ccc(c1)c2c34,1
O=Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1
Oc1ccc2c(O)c3ccccc3cc2c1O,1
CC1(OO)c2ccccc2-c2ccccc21,1
CCC12OC1(C(=O)OC)C(=O)OC2C,1
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,1
CC(C)COC(=O)CCCCC(=O)OCC(C)C,0
COC(=O)c1ccccc1N,0
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,0
C1CC2(CCO1)CO2,1
O=[N+]([O-])c1ccc(C=Nn2cccn2)o1,1
Oc1ccc2ccccc2c1N=Nc1ccc(N=Nc2ccccc2)cc1,1
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1
Cc1cc2c3c(cccc3c1)-c1cc3ccccc3cc1-2,1
O=C1C=Cc2c(ccc3c2ccc2ccccc23)C1=O,0
Cc1cc(N)sn1,1
C1COCO1,0
CNC(=O)Oc1ccccc1,0
Cc1c([N+](=O)[O-])cnc2c1nc1c(C)cccn12,1
Nc1ccc2ccccc2n1,1
CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,0
OC1c2ccc3c(c2C2OC2C1O)-c1cccc2cccc-3c12,1
Nc1ccc(Sc2ccc(N)cc2)cc1,1
NC(CCC(=O)NC(CSC(=O)NCCCl)C(=O)NCC(=O)O)C(=O)O,1
ClC=CCCl,1
COc1ccc(CC2CO2)cc1OC,1
CCC(C)[N+](=O)[O-],0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)cc1,0
CN(C)c1ccc(N=Nc2ccc3[nH]ncc3c2)cc1,1
COc1ccc2nc3occc3c(OC)c2c1,1
C=C(C)C(=O)OCCCCCCCC,0
CCOC(=O)c1ccccc1N,0
Fc1ccc2cccnc2c1,1
Nc1ccc2nc3ccccc3c(N)c2c1,1
Cc1ccc(NCCO)cc1O,0
CC1(C)C2CC3OC3(C)C1C2,0
c1ccccc1,0
O=[N+]([O-])c1ccccc1Br,1
CCCCCc1cc(O)cc(O)c1,0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,0
NC(=O)c1csc([N+](=O)[O-])c1,1
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0
CC(=O)CN(COC(C)=O)N=O,1
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,0
Cc1ccc(N=Nc2ccc(C)c(N)c2)cc1N,1
CNC(=O)N(c1ccccc1)c1ccccc1,0
O=[N+]([O-])c1ccc2c(Cl)nsc2c1,1
CC(C)CC(C)O,0
CCC1CO1,1
CCC(C)=NO,1
O=C(O)C=Cc1ccc([N+](=O)[O-])cc1,1
CC(=O)NC(CSC(Cl)=C(Cl)C(Cl)=C(Cl)Cl)C(=O)O,1
CNc1ccccc1C(=O)OC,0
[O-][n+]1cccc2ccccc21,0
O=[N+]([O-])c1ccc2c(c1)c([N+](=O)[O-])cc1cccc([N+](=O)[O-])c12,1
Cc1cc(N)c(C)c2c1[nH]c1ccc(O)cc12,1
CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,1
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,0
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C=CC(O)C4O,1
COc1ccc(C=Nn2nnc3c([nH]c4ccccc43)c2=O)cc1,1
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0
COC(=O)c1cc2c(c3c1ccc1c(OC)cccc13)OCO2,1
CC#N,0
CN1Cc2c(N)cccc2C(c2ccccc2)C1,0
O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],1
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,1
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,0
Nc1ncnc2c1ncn2-c1ccc([N+](=O)[O-])cc1,1
Nc1nc2cc(Cl)ccc2[nH]1,0
N#CCc1cn(N=O)c2ccccc12,1
FC(F)C(F)(F)F,0
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,0
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0
COC(=O)C(C)(C)Oc1ccc(-c2ccc(Cl)cc2)cc1,0
O=[N+]([O-])c1cc2cccc3c2c(c1[N+](=O)[O-])-c1ccccc1-3,1
CCCCN(CCCC)N=O,1
CCCCN(N=O)C(=N)N[N+](=O)[O-],1
O=[N+]([O-])c1cc2ccc3cc4ccccc4c4ccc(c1)c2c34,1
CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C)CCCC(C)C)CCC4C3CC3N(N4C(=O)c5ccccc5C4=O)C32C1,1
Cc1ccc(N=C=O)cc1N=C=O,1
Cc1ccc(OCC2CO2)cc1,1
[N-]=[N+]=Nc1ccc(F)c([N+](=O)[O-])c1,1
COc1cc(O)c2c(=O)c3c(OC)cc4c(c3oc2c1OC)C1CCOC1O4,0
c1ccc(-c2ccccc2-c2ccccc2)cc1,0
CN(C)CCCN,0
Clc1cncc(Cl)c1,0
O=C1CCC(=O)N1Br,1
Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,1
O=[N+]([O-])c1ccc2c3cccc4ccc([N+](=O)[O-])c(c5cccc1c25)c43,1
O=S(=O)(O)c1ccc(O)c2ncccc12,1
O=C(O)CCCc1c[nH]c2ccccc12,0
C=C(C)C#N,0
CC1=Nc2ccccc2C1(C)C,0
Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
CC(=O)N(OC(=O)c1ccccc1)c1ccc2c(c1)Cc1ccccc1-2,1
Cc1cc(N)c(C)c([N+](=O)[O-])c1N,1
O=C(OCC1CO1)c1cccc(C(=O)OCC2CO2)c1,1
O=C1CCC(=O)N1O,0
O=C(CBr)NCc1ccccc1,1
O=S(=O)(O)c1ccccc1,0
c1ccc2c(c1)-c1c(c3ccccc3c3ccccc13)C1OC21,1
COCCCN,0
ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
O=c1oc2cccc(O)c2cc1C1CCc2ccccc2C1,0
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,0
COc1cc(C(C)=O)ccc1O,0
C1=Cc2c3c1cccc3cc1ccc3ccccc3c21,1
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,0
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,1
c1ccc(CNc2ncnc3nc[nH]c23)cc1,0
O=[N+]([O-])c1cccc2ccccc12,1
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,0
Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,1
Cc1ncc([N+](=O)[O-])n1C,1
CCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,1
O=[N+]([O-])c1cc(CCl)cc([N+](=O)[O-])c1,1
CCCCCCCCCCC=CC1CC(=O)OC1=O,0
CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0
Nc1cc2nc3ccccc3nc2cc1N,1
COC1=CC(=O)C=CC1=O,0
CCC=CC(C=O)CC,0
COc1ccc2c(cc3c4c(cc5c(c42)OCO5)C(=O)C(=O)N3C)c1OC,1
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0
c1ccc2[nH]cnc2c1,0
CSC(C)(C)C=NO,0
N#CCCO,0
CCc1ccco1,0
CCC(Cl)[N+](=O)[O-],1
CC(=O)OCc1cc(C(C)=O)ccc1OC(C)=O,1
C=CC(=O)OCCCl,1
Cc1ccccc1N,1
Cn1c(-c2ccccc2)c(N=Nc2scc[n+]2C)c2ccccc21,1
[O-][N+](=Nc1ccc2c(c1)Cc1ccccc1-2)c1ccc2c(c1)Cc1ccccc1-2,0
COc1ccc(N)cc1N,1
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,1
CNc1nc2c3cccnc3ccc2n1C,1
COC(=O)C(C)=Cc1ccc([N+](=O)[O-])o1,1
COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,1
Cc1cnc2ccc3c([nH]c(=NO)n3C)c2n1,1
CC(=O)Nc1ccc(C(=O)C2OC2c2ccccc2)cc1,1
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,0
O=[N+]([O-])C(Cl)Cl,1
Nc1ccc2ccccc2c1,1
COc1ccc2c(OC)c3c(nc2c1OC)OCC3,1
ClCc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1
NC(CCC(=O)NNc1ccccc1)C(=O)O,1
Fc1cccc(F)n1,0
CCc1c(Br)c(Br)c(Br)c(Br)c1Br,0
CCCCCCCCCCCCCl,0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0
CCN(N=O)c1ccccc1,0
CN(C)CCCNc1c2ccccc2nc2c(N(CCO)CCO)ccc([N+](=O)[O-])c12,1
CCCC[N+](=O)[O-],0
O=C(O)CCCCCCCCC(=O)O,0
COc1cccc(C=Cc2ccc([N+](=O)[O-])cc2)c1,1
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,1
O=[N+]([O-])c1ccc(S)cc1,1
Cc1ccc(C=O)o1,0
O=C1OC(O)C(CCl)=C1Cl,1
CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,0
Cc1cnc2c(n1)c(C)c(C)c1c2nc(N)n1C,1
Cn1cc2ccc([N+](=O)[O-])cc2n1,1
CC1=C(O)C(=O)CC1,0
Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0
Nc1ccc(-c2ccc(N)cc2)cc1,1
OC1C=Cc2cc3c(cc2C1O)-c1cccc2cccc-3c12,1
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,1
CCCCC(CC)COCCCN,0
CC1C=C(C=O)C(C=O)=CC2(O)CC(C)(C)CC12,1
O=C(c1ccccc1)N(O)c1ccc2c(c1)Cc1ccccc1-2,1
CC(C)(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,1
O=[N+]([O-])c1cccc(S(=O)(=O)OCC2CO2)c1,1
CCN(CC)c1ccc(N=Nc2ccccc2)cc1,0
CCOC(=O)OC(=O)OCC,0
CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2,1
Cc1c2cccc(C)c2nc2c1ccc1ccccc12,1
Nc1cc2c3ccccc3ccc2c2ccccc12,1
CC(=O)OC1C(OC23C=C(C)C4(CC4)C(C)(O)C2C(=O)C(C)(C)C3)OC(CO)C(OC(=O)C=Cc2ccc(O)cc2)C1O,1
O=CC(Cl)=C(Cl)C(=O)O,1
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0
CC(=O)c1ccc(Cl)c(Cl)c1Cl,1
O=C1OCC(C(Cl)Cl)=C1Cl,1
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,1
S=C=NCCc1ccccc1,1
CCSCCSP(=S)(OC)OC,0
CC=O,0
O=NN(CCO)CC(=O)O,1
Cc1ccc(N(N)c2ccc(C)cc2)cc1,1
CC(=O)OCc1c2ccccc2cc2ccccc12,1
O=[N+]([O-])c1ccc2cccc3c2c1-c1ccccc1-3,1
Cc1cc(=O)[nH]c(=S)[nH]1,0
Cc1cccc(C)c1Nc1cc(Cl)nc(SCC(=O)NCCO)n1,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21,0
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1
O=CN(O)c1ccc(-c2ccccc2)cc1,1
O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2O)cc1,0
C1=Cc2cc3c4ccccc4ccc3c3cccc1c23,1
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1,0
CCN(CC)CCCN,0
CC(=O)N(O)c1ccc2ccccc2c1,1
Cc1ccc2ccc3c(ccc4c5cccc(C)c5ccc43)c2c1,0
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0
C=C1C2CCC(C2)C1(C)C,0
O=c1cc(O)c1=O,0
ClCc1ccccn1,1
O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl,0
CCCCCn1cc2c3c(cccc31)C1C=C(C)CN(C)C1C2,1
ClCc1cc2cccc3ccc4cc5ccccc5c1c4c32,1
Nc1ccc([N+](=O)[O-])cc1,1
Cc1c2ccccc2c(CBr)c2c1ccc1ccccc12,1
COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,1
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,0
CC(O)C(=O)NCCO,1
COc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1,1
CCCCOC(=O)C=CC(=O)OCCCC,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0
C=CCn1cc2c3c(cccc31)C1C=C(CO)CN(C)C1C2,1
O=C1C=C(CCl)C(O)O1,1
Nc1ccc2cccc3c2c1-c1ccccc1-3,1
CCN(CC)c1ccccc1,0
O=C1c2ccccc2C(=O)c2cc(CO)ccc21,0
Cc1cccc2ccc3cc4ccccc4cc3c12,1
CCc1cc(C(N)=S)ccn1,0
Cc1cc2c(C)c3ccccc3c(C)c2cc1C,1
Nc1ccc(N=Nc2ccc(N)cc2)cc1,1
C1CC2OC2CCC2OC12,0
Oc1ccc2c(ccc3c4ccccc4ccc23)c1,1
Nc1c(Cl)cc(Cl)cc1Cl,0
Oc1ncc(N(CCCl)CCCl)c(O)n1,1
ClCC(CCl)(CCl)CCl,0
Nc1nc(NO)c2nc[nH]c2n1,1
CC1CCC(NC(=O)N(CCCl)N=O)CC1,1
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,0
c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2OC12,1
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4OC(C)C(=O)C=C4N)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,1
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1
CN(C)c1ccc(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)cc1,0
[O-][n+]1cccc2cccc(O)c21,0
O=[N+]([O-])c1cccc2c1[nH]c1ccccc12,1
O=C1NCNC(=O)N1,1
O=[N+]([O-])c1cccc2cn[nH]c12,1
CC(=O)N(O)c1ccc(Sc2ccccc2)cc1,1
O=[N+]([O-])C=Cc1ccccc1,1
O=C(CBr)Nc1ccccc1,0
CCCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,1
CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl,1
CCCCCCCCCCCCCCCCC1CO1,0
COC(=O)c1ccccc1,0
CC(=O)OCc1ccccc1N=Nc1ccc(N(C)C)cc1,1
C=C(Cl)CCl,1
FC(F)(F)c1cccc(Cl)c1,0
COc1nsc2cc(N)ccc12,1
O=CC(=C(Cl)C(=O)O)C(Cl)Cl,1
OC1c2ccccc2-c2cc3c(ccc4ccccc43)nc2C1O,0
Cn1c(N)nc2cc(C#N)ccc21,1
O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34,1
CC(C)=CCCC(C)=CCO,0
CCc1ccccc1O,0
CC(C)CN(N=O)C(=N)N[N+](=O)[O-],1
COC(=O)C12OC1(C)C(C)(O)NC2=O,1
CCC(CO)[N+](=O)[O-],0
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0
CC(C)(C)c1cc(C=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0
CN(C)N,1
CN(C)CCN(Cc1ccsc1)c1ccccn1,0
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,0
Cc1ccc(-c2nc3ccccc3o2)cc1,0
Nc1cccc2ccccc12,1
CCC=CC=CC=CC=CC=CC=COCC(O)CO,1
c1ccc2c(c1)cc1c3ccccc3c3cccc4ccc2c1c43,1
Oc1cc(Cl)c(Cl)c(Cl)c1,0
CCCCCCN(N=O)C(=N)N[N+](=O)[O-],1
CC(=O)Nc1ccc(CC(=O)O)cc1,0
c1ccc2c(COCC3CO3)cccc2c1,1
CCCC(C)CC(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,0
Cc1ccc(C(O)(P(=O)(O)O)P(=O)(O)O)cc1N(CCCl)CCCl,1
Cc1ccc(N=NNCc2ccccc2)cc1,1
COc1c2ccoc2nc2c(O)c3c(c(CC=C(C)C)c12)OCO3,0
Nc1ccc(CO)c([N+](=O)[O-])c1,1
O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)c([N+](=O)[O-])c1,1
N#CCO,0
COC(=O)c1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,1
C1CSCSC1,1
O=Cc1ccc(Cl)cc1,0
O=C(Nc1ccc([N+](=O)[O-])cc1)c1csc([N+](=O)[O-])c1,1
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0
Nc1ccc([N+](=O)[O-])cc1Cl,1
Cc1cnc(C)c(C)n1,0
Nc1cnc2c(c1)nc1ccccn12,1
c1ccc2c(c1)-c1ccc3ccccc3c1C1NC21,1
CCCCN(CCCC)CCCC,0
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,0
Cc1cc(Cl)ccc1OCC(=O)O,0
CO,0
O=[N+]([O-])c1ccc2c3c(cccc13)-c1ccccc1-2,1
C=CC(=O)OCCCCOC(=O)C=C,0
O=C1C=CC(=C(Cl)Cl)O1,1
CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0
COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,1
OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1,1
ClCc1cc2c3ccccc3cc3ccc4cccc1c4c32,1
Cc1ccc2ccc3ccc(C)cc3c2c1,1
c1ccc2nccnc2c1,1
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,1
O=C1c2ccccc2C(=O)N1SC1CCCCC1,0
Cc1cc(-c2ccc(N=Nc3c(N)c(C)cc(S(=O)(=O)O)c3N)c(C)c2)ccc1N=Nc1ccc(O)c(C(=O)O)c1,1
Nc1ccc(-c2ccc(N)c(N)c2)cc1N,1
Cc1ccncc1,0
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2(C)C,0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0
CCOC(=O)CNC(=O)CCCCSc1ncnc2[nH]cnc12,0
CC(=O)c1ccccn1,0
CN(N)C=O,0
Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1
Cn1c2ccccc2c2ccccc21,1
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,1
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,0
O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccccc3)c(O)ccc2c1,0
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0
CCC(C)(C)c1cc(N2Nc3ccccc3N2)c(O)c(C(C)(C)CC)c1,0
[N-]=[N+]=NCC(O)Cn1cnc2c(N)ncnc21,1
COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4,1
CCOc1ccc(NC(C)=O)cc1N,1
c1ccc2c(c1)-c1nc3ccccc3c3c1c-2nc1ccccc13,0
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0
CCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,1
C=CC(=O)OCCCCCCOC(=O)C=C,0
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0
CCc1nc2ccc(NC)c(C)c2nc1CC,1
Nc1c2ccccc2nc2ccccc12,1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0
Cc1cnc2cc(CO)c3c(nc(N)n3C)c2n1,1
O=C(NO)c1ccc(O)c(O)c1,1
O=Nc1ccc(O)cc1,1
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,0
O=C(Nc1ccccc1F)c1csc([N+](=O)[O-])c1,1
NCCNCCO,1
CCC1(c2ccccc2)C(=O)NCNC1=O,1
Fc1cccc2ncccc12,1
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,1
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1
Oc1cc(O)c2ccccc2c1,1
CCCCCCCCCCCCS,0
C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,0
N#Cc1cccc(C=Cc2ccc(N)cc2)c1,1
COC1OC(=O)C(Cl)=C1C(Cl)Cl,1
CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12,1
O=C(O)Cc1ccc([N+](=O)[O-])cc1,1
c1ccc(N=NNc2ccccc2)cc1,1
OC1C=Cc2c(cc3c4c(cc5ccccc53)-c3ccccc3-c24)C1O,1
CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C,0
COc1cc(S(=O)(=O)O)c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,0
